R7179,R9641
R1399,R3872
R11442,R15470
R2183,R307
R6119,R9555
R10370,R12116
R6107,R9539
R1741,R7046
R11561,R5343
R11797,R13515
R10367,R6924
R1258,R3736
R5390,R7827
R15098,R16550
R10676,R11527
R16235,R16910
R10872,R15392
R1725,R3716
R5206,R6681
R10771,R5449
R7323,R8818
R10286,R11179
R9298,R9299
R3155,R8481
R10464,R9497
R13751,R8805
R11274,R9422
R10255,R14848
R10151,R15922
R11055,R11515
R10171,R7296
R10033,R12739
R2618,R662
R13521,R9996
R10921,R16172
R12581,R15349
R11323,R14276
R5429,R8323
R7882,R9839
R10105,R12368
R2669,R3679
R16531,R17471
R12229,R13113
R5457,R7350
R14643,R7979
R14184,R16448
R11297,R11710
R4039,R5939
R13076,R13516
R12225,R15011
R11482,R16933
R14212,R9414
R2682,R297
R11205,R12976
R7679,R9098
R12493,R14461
R10951,R8557
R12118,R12647
R11166,R14122
R10666,R11551
R11151,R13755
R11269,R16043
R15778,R6049
R1265,R5598
R14916,R7843
R11037,R9772
R2833,R7120
R2262,R8061
R15224,R9193
R10223,R6752
R12253,R15055
R3973,R9284
R12310,R13565
R12251,R16143
R2061,R610
R10322,R9346
R16040,R16380
R6170,R6653
R8467,R9446
R6709,R9629
R7291,R8779
R7003,R8510
R13198,R16570
R1199,R3699
R11575,R15947
R12767,R16221
R13005,R9908
R4493,R5444
R11597,R14412
R11074,R4357
R2825,R8629
R15331,R16450
R12542,R13322
R14150,R14914
R1317,R5198
R10950,R11474
R2799,R3803
R16408,R17054
R5324,R6720
R12235,R13522
R3540,R4954
R5906,R7313
R404,R4213
R3198,R735
R3275,R4732
R15083,R16185
R11997,R14061
R12008,R8778
R10875,R17422
R14242,R6027
R10816,R7929
R10274,R11629
R2971,R3887
R10288,R13351
R1031,R517
R5319,R9240
R1834,R3804
R2708,R781
R10151,R13298
R6489,R8468
R3291,R4295
R1777,R791
R3124,R644
R10556,R9609
R11682,R9933
R7219,R9750
R4376,R9250
R16783,R17408
R10989,R11901
R1451,R2995
R10861,R11767
R13788,R6907
R14033,R14797
R2775,R3839
R10623,R5238
R3229,R5143
R10697,R7690
R6274,R7238
R408,R5710
R11193,R7848
R1031,R10656
R12708,R5557
R15550,R15928
R14099,R9256
R15111,R9617
R10630,R3980
R12627,R13800
R5371,R7771
R1832,R6207
R4524,R7423
R10794,R7405
R3377,R6271
R1747,R2707
R14020,R15532
R4395,R8715
R11424,R7559
R13931,R17144
R13117,R16164
R3804,R7632
R14052,R14819
R13264,R9226
R7963,R8958
R14359,R15863
R10709,R11138
R14687,R7535
R7276,R8685
R11983,R8743
R1823,R854
R14069,R15464
R10715,R11636
R11397,R8076
R11435,R1830
R8400,R9428
R10790,R11731
R12845,R7217
R11892,R12778
R16533,R16872
R10653,R14818
R10617,R11529
R10213,R9267
R13278,R14830
R12637,R7891
R11962,R8219
R1734,R3724
R5010,R7943
R13126,R13930
R4008,R9792
R12600,R13022
R5321,R8264
R15747,R7962
R12049,R14885
R14871,R15236
R13464,R14576
R11571,R14434
R12052,R6860
R14059,R9783
R1024,R3922
R12980,R13431
R5130,R9046
R14494,R15634
R3310,R6622
R13200,R15398
R13128,R4645
R13631,R16309
R6755,R7710
R5667,R7651
R11822,R9043
R10296,R11662
R10658,R7226
R3478,R5278
R3677,R719
R3738,R772
R12890,R8162
R4329,R6215
R12438,R9786
R11068,R16608
R10568,R7105
R4631,R738
R10468,R9008
R1951,R957
R10753,R15675
R3443,R6759
R6418,R8922
R6345,R9318
R11115,R12829
R10718,R7811
R2816,R8106
R14639,R16145
R3387,R6331
R4616,R6041
R10782,R13367
R4420,R8190
R4336,R8266
R14433,R16970
R7338,R8329
R2218,R7481
R11486,R8175
R12775,R6623
R145,R7343
R6822,R9264
R3319,R6679
R10217,R5373
R4352,R7235
R15005,R7455
R13759,R14913
R13689,R14450
R221,R5510
R8193,R9675
R6094,R9039
R14643,R8503
R4097,R7910
R10355,R7426
R13014,R15301
R5688,R7156
R11549,R17286
R16489,R17127
R11666,R13782
R3401,R5354
R11142,R12908
R10987,R11897
R3141,R9460
R2870,R6210
R12668,R15358
R4980,R6562
R13874,R17408
R13055,R16107
R3896,R5305
R13239,R9758
R10805,R4082
R13519,R14260
R4658,R8035
R15985,R4169
R11210,R13774
R1672,R4811
R6270,R9719
R11647,R12100
R13087,R9518
R15073,R16181
R4124,R5537
R7305,R9655
R2960,R7772
R6025,R7965
R14638,R6540
R13317,R8688
R10413,R8598
R11970,R15176
R11161,R9319
R1821,R2775
R4847,R9645
R2688,R289
R2397,R5344
R10240,R6793
R2056,R3536
R4739,R5240
R1719,R3708
R5599,R7060
R3276,R858
R1509,R5868
R8413,R9440
R14312,R9086
R10233,R9288
R3200,R7017
R8929,R9873
R13076,R14255
R2124,R3080
R12537,R9801
R10260,R7833
R3554,R9377
R15341,R15712
R14122,R15976
R11965,R13264
R13180,R16212
R15876,R9087
R5582,R7486
R10773,R11659
R10072,R9123
R11234,R9413
R12149,R14580
R14689,R15442
R2900,R9197
R12809,R13222
R370,R8588
R14451,R9184
R12421,R6306
R10637,R14451
R11905,R12377
R14259,R15033
R12043,R6807
R1047,R3066
R3826,R7599
R16452,R16899
R14510,R15668
R13933,R14678
R428,R4776
R2406,R4814
R14275,R16149
R10980,R6629
R10269,R6835
R3704,R8987
R3611,R7407
R12178,R13433
R8640,R9606
R5947,R8848
R17173,R17474
R16310,R9275
R2957,R3929
R4370,R8719
R12637,R9931
R10368,R8928
R5552,R6526
R4093,R4997
R10274,R13729
R4119,R6972
R4858,R8770
R11854,R13578
R6983,R8008
R13288,R6787
R15079,R17156
R1794,R6162
R10383,R5043
R11016,R9139
R1832,R410
R8898,R9916
R3349,R5744
R13230,R14019
R2302,R5702
R10229,R10667
R12231,R14656
R13254,R15944
R3106,R4059
R10353,R13395
R15182,R15574
R13656,R3925
R12641,R14991
R11615,R14486
R1571,R4503
R4835,R9738
R4781,R6218
R112,R3419
R11885,R6621
R12934,R15625
R11038,R5877
R4118,R6030
R16128,R7031
R5833,R9711
R10338,R12993
R10124,R9172
R3841,R6647
R12443,R13285
R11410,R7652
R12516,R5421
R3731,R7046
R4602,R5551
R4409,R5356
R14257,R16797
R3536,R7846
R11193,R612
R8605,R9148
R13787,R6893
R7584,R8571
R11494,R12415
R16437,R9939
R12711,R15035
R17237,R6774
R2932,R6801
R13215,R8654
R12714,R13491
R14469,R15216
R11388,R14328
R3689,R7011
R2016,R585
R15318,R16070
R12907,R15612
R13111,R15776
R12870,R15210
R12240,R8522
R10020,R9539
R11759,R16455
R10254,R8244
R12764,R13610
R16484,R17125
R2844,R4708
R5563,R9481
R10985,R7651
R2614,R8437
R5422,R6357
R2220,R4142
R2244,R779
R12595,R7935
R10776,R13365
R11393,R12299
R8213,R9241
R11992,R14831
R4537,R5480
R1794,R3277
R11332,R11343
R12442,R16315
R1499,R85
R7610,R9622
R4535,R6923
R15339,R16077
R12698,R14260
R6196,R9591
R6456,R7425
R10195,R14819
R12405,R12879
R13770,R9340
R13935,R16503
R12284,R7061
R2429,R7224
R2786,R3800
R1268,R3737
R12914,R9661
R3530,R5384
R13594,R14749
R10624,R9655
R10505,R6013
R10093,R8625
R11615,R13346
R10782,R14531
R3618,R680
R11892,R15123
R10427,R6993
R14916,R8378
R15370,R8965
R10382,R7445
R11667,R16710
R13882,R14636
R11495,R8682
R12337,R8089
R210,R3609
R2620,R3609
R11604,R12513
R12043,R8788
R13681,R14804
R8004,R9984
R10149,R12491
R10162,R7305
R16314,R17543
R4419,R5341
R13384,R7348
R3470,R5859
R15372,R16779
R11690,R13031
R11400,R13956
R4924,R8794
R10601,R2719
R14072,R17244
R4667,R6305
R15158,R17233
R2328,R2807
R7672,R9168
R2937,R523
R5390,R8803
R9707,R9709
R1931,R478
R11366,R12274
R10798,R7442
R1966,R2955
R2693,R7992
R1025,R2982
R13284,R9288
R5462,R6890
R5519,R8446
R12441,R14409
R4488,R6410
R12334,R16583
R10962,R11428
R127,R5402
R2550,R5466
R10014,R11827
R2851,R7033
R6088,R7983
R12150,R14169
R8224,R9207
R1833,R4732
R3396,R5839
R3642,R8953
R7946,R8444
R5806,R8679
R411,R7137
R16123,R17587
R8687,R9256
R11184,R9859
R6467,R9385
R12056,R8792
R10239,R7782
R136,R2037
R4768,R6208
R2112,R6433
R11460,R13990
R3129,R8940
R11667,R13789
R2493,R3423
R12712,R14649
R6314,R8258
R16616,R8206
R12609,R7921
R12882,R9664
R12157,R8901
R11113,R11965
R1578,R170
R14075,R15553
R1412,R2443
R10646,R9270
R3672,R9493
R12960,R5415
R11597,R14829
R5723,R7103
R15134,R16914
R11019,R8133
R1382,R3347
R10154,R10628
R15099,R16549
R14766,R15538
R6646,R9634
R10526,R9069
R2369,R5002
R4964,R5916
R2115,R4058
R10680,R15939
R7961,R8960
R4334,R5243
R1972,R2370
R1452,R3456
R7733,R8757
R4995,R5971
R12573,R2516
R347,R9442
R1251,R6536
R12952,R17347
R4039,R605
R3691,R4618
R5239,R9604
R12287,R15797
R11051,R14456
R4375,R6255
R11929,R6699
R116,R5635
R14166,R14562
R13639,R9735
R1785,R2849
R1263,R4028
R3374,R7764
R10285,R7815
R1348,R2790
R1469,R4397
R15522,R17230
R2179,R4140
R12098,R14512
R1052,R3997
R13358,R8830
R5636,R800
R12398,R14384
R2434,R6710
R7568,R9066
R4116,R5059
R12792,R15146
R14210,R16085
R4097,R6435
R5980,R7392
R11672,R13355
R2919,R5337
R5826,R7298
R13303,R14854
R3909,R5345
R115,R1891
R12851,R13675
R4975,R6903
R10722,R17015
R2276,R6136
R13651,R15179
R12833,R9274
R8622,R9610
R14378,R9140
R15711,R7433
R11654,R14131
R5349,R9773
R3363,R4409
R12198,R14588
R11148,R7835
R11606,R15258
R10710,R3970
R10351,R6007
R17048,R17367
R6904,R9365
R15128,R17180
R1381,R3876
R10632,R3423
R3394,R4342
R15377,R17589
R2360,R9155
R10048,R7092
R12702,R8499
R6317,R7729
R2862,R7677
R13296,R14072
R11683,R12993
R15019,R9985
R6434,R8446
R12371,R6170
R15968,R17343
R10122,R3862
R13044,R9998
R4347,R6797
R13697,R5801
R12234,R13507
R12151,R2120
R5743,R6691
R2177,R272
R5692,R7616
R11361,R12712
R1771,R2764
R14294,R16848
R10781,R8382
R2986,R5797
R2266,R332
R12278,R9529
R11108,R9765
R3658,R689
R10859,R8957
R13366,R13759
R11633,R14493
R14163,R9826
R7388,R9377
R1974,R2941
R2333,R5213
R8436,R9895
R3437,R800
R5990,R6923
R1829,R887
R10779,R2516
R5782,R7244
R5766,R9741
R5825,R7237
R2638,R3143
R5018,R7933
R10383,R8939
R1258,R5611
R15433,R16167
R10787,R9421
R1519,R5427
R15138,R16226
R4632,R8510
R5373,R6284
R10135,R9652
R3147,R4128
R3778,R7682
R12280,R16841
R13772,R17034
R10181,R9228
R4804,R5764
R10507,R9546
R11468,R11917
R12544,R4047
R4412,R478
R8045,R9533
R10314,R7842
R2700,R6054
R4854,R6313
R12786,R13584
R2921,R5274
R4220,R6569
R11128,R14854
R11657,R14893
R2505,R4004
R10697,R2915
R4898,R7218
R15269,R17361
R13132,R15449
R1653,R702
R10267,R8796
R1645,R5013
R10286,R5384
R11630,R8811
R7518,R8498
R2432,R496
R11255,R5985
R10139,R11026
R2273,R826
R2876,R5265
R15606,R17320
R6982,R8977
R342,R4197
R13688,R15545
R6878,R8825
R11595,R12020
R13824,R17075
R3470,R7207
R255,R3641
R10139,R13620
R12451,R9237
R8750,R9278
R4046,R7371
R16460,R17410
R7016,R7983
R5100,R731
R10656,R6236
R8238,R9225
R2366,R6209
R13015,R7544
R3135,R4124
R1350,R2313
R12710,R15025
R1954,R7290
R14177,R15306
R1940,R7234
R5477,R7889
R15318,R17091
R4313,R906
R7944,R9439
R8677,R983
R7804,R9291
R6997,R9503
R1343,R2350
R2848,R6186
R11828,R12318
R5288,R7274
R8681,R9730
R3208,R7486
R7352,R7867
R14726,R17199
R106,R5331
R11247,R15302
R1845,R897
R1156,R7901
R13613,R7114
R1123,R2123
R4517,R7893
R4767,R6179
R3369,R4903
R13585,R15147
R2529,R9377
R14827,R15901
R12318,R16194
R13674,R15176
R285,R9974
R11548,R8677
R1648,R700
R12021,R14856
R16827,R17426
R13283,R8217
R14484,R16351
R7991,R9475
R3928,R6715
R13510,R9116
R7008,R9019
R2334,R6004
R10184,R11141
R2429,R4798
R11427,R8115
R15749,R17109
R7892,R8870
R13077,R15775
R14083,R16962
R11266,R6428
R10447,R10448
R3423,R9271
R10833,R9899
R1193,R1710
R11901,R12793
R12446,R8754
R4000,R9329
R14839,R8185
R8776,R9784
R5629,R7089
R16688,R17326
R1176,R4109
R7381,R8392
R13568,R7556
R1249,R3213
R11786,R4627
R11812,R12723
R1739,R2713
R13820,R16059
R12842,R15897
R8835,R9856
R12660,R8957
R2971,R97
R1615,R640
R16479,R17119
R15870,R17609
R3399,R5315
R15047,R17132
R12579,R17088
R1262,R6106
R3575,R8861
R14446,R7694
R6038,R694
R11519,R3372
R12849,R14458
R2590,R4089
R2915,R8683
R6265,R8249
R11951,R12428
R5555,R6547
R12499,R13312
R11992,R15592
R15883,R16590
R2603,R3588
R17113,R7999
R6318,R7200
R3121,R4995
R12416,R8203
R12828,R14064
R13239,R17239
R3850,R4251
R14701,R16193
R4926,R5898
R11348,R13900
R1383,R2448
R10472,R5086
R5757,R8682
R3374,R4349
R7459,R9955
R10946,R15828
R11054,R12560
R14580,R6428
R16271,R8973
R2950,R44
R13712,R14860
R1043,R6372
R11328,R9491
R13640,R9225
R1359,R3808
R11685,R17071
R7939,R9414
R12374,R15872
R11007,R5728
R13126,R15067
R14213,R16074
R1792,R4754
R13569,R17470
R6849,R8330
R3414,R5800
R14528,R16389
R4535,R7424
R12151,R4542
R12351,R9381
R14726,R16907
R13752,R15622
R11344,R13885
R10677,R5861
R14747,R15481
R4060,R4537
R13830,R17091
R13888,R7489
R15283,R16384
R10634,R11981
R13142,R14697
R10537,R11446
R10223,R11519
R13921,R14638
R6229,R7754
R12672,R9450
R5209,R7622
R5901,R9323
R12929,R15259
R6405,R7437
R2671,R741
R11536,R9215
R10904,R7480
R10282,R12945
R10327,R8409
R3941,R5784
R11210,R14902
R17078,R17393
R10824,R9414
R15102,R9636
R15965,R17012
R10114,R5724
R15009,R7575
R4914,R5912
R7242,R940
R13360,R9932
R13071,R5066
R12889,R15202
R13316,R7797
R14097,R15218
R3141,R5533
R3672,R4627
R11931,R13233
R13483,R15748
R4425,R6306
R3447,R6227
R11886,R13171
R3263,R8082
R3611,R4561
R7237,R9756
R10312,R11673
R2049,R4039
R12963,R14137
R2215,R311
R3605,R4612
R13343,R14127
R10928,R15068
R3551,R5446
R12407,R9766
R6543,R9996
R13181,R16246
R10359,R13457
R11758,R12672
R3984,R8222
R7483,R8527
R11906,R14532
R3793,R4771
R1412,R485
R7591,R8602
R13218,R15525
R11906,R12565
R12301,R8566
R7061,R8541
R15765,R4255
R11369,R2246
R217,R3591
R7425,R9887
R11730,R13434
R13767,R2516
R11214,R14521
R2846,R5208
R10893,R8510
R7056,R8048
R5802,R9284
R12589,R13814
R10404,R6962
R12671,R13055
R13285,R9695
R5248,R7184
R12059,R14122
R7262,R9655
R7596,R9626
R6440,R8908
R10547,R12309
R15027,R17436
R10822,R11704
R11266,R9930
R14504,R16683
R4050,R9332
R2438,R448
R12947,R13347
R11451,R3322
R10434,R13075
R12370,R9618
R12051,R14117
R4786,R69
R15654,R7860
R12087,R14919
R12307,R13557
R485,R5376
R4159,R9973
R11604,R13747
R3322,R4739
R11435,R5189
R3948,R8290
R5612,R8052
R11495,R7271
R12001,R14797
R10433,R11326
R2033,R7815
R1914,R5968
R3008,R6837
R11638,R5403
R4596,R7991
R12209,R9451
R15275,R16031
R15267,R16005
R1292,R331
R1177,R3141
R16549,R17521
R2885,R4890
R13114,R15014
R11932,R7210
R13756,R14886
R10022,R12282
R11609,R7324
R10205,R16337
R14521,R7873
R14622,R16097
R10050,R5655
R1816,R5199
R14086,R9656
R5600,R9533
R3085,R4250
R10072,R8583
R526,R527
R8282,R9777
R4920,R5422
R14411,R14820
R10947,R6579
R11295,R12173
R2698,R4634
R14580,R9930
R1273,R9067
R2,R4320
R14253,R16122
R11416,R12352
R10597,R8648
R5837,R6327
R11108,R8676
R6794,R7279
R4488,R9336
R14324,R15446
R1638,R210
R3539,R6895
R5649,R642
R3422,R7703
R14632,R8490
R10253,R8723
R1019,R1939
R12560,R9784
R11942,R12437
R5966,R7406
R6708,R7259
R2613,R7432
R13889,R7020
R10300,R3002
R15267,R16729
R12978,R9846
R13980,R16220
R12366,R16550
R14383,R8155
R3905,R4911
R3005,R3988
R11942,R15593
R10680,R11522
R11362,R8996
R10098,R6157
R13359,R13765
R11406,R9111
R6905,R8828
R10177,R12423
R3795,R4715
R10744,R9790
R15873,R16572
R10810,R9921
R11668,R12965
R4017,R6371
R1991,R5295
R10152,R12457
R10379,R9402
R12682,R8990
R10538,R5106
R13322,R15977
R2697,R7027
R11465,R13170
R1821,R881
R3346,R4
R12582,R9916
R13531,R9532
R4372,R8677
R19,R910
R12811,R13223
R11645,R15292
R12845,R9192
R6443,R8407
R12683,R16809
R12650,R13479
R16061,R9910
R12579,R13419
R2067,R7363
R11363,R12278
R5850,R8702
R15678,R16723
R12556,R14131
R10599,R2368
R13015,R9445
R4594,R5102
R2619,R9894
R5526,R6962
R5893,R8355
R12740,R9548
R14206,R14984
R13591,R15105
R10426,R9449
R12408,R9692
R10483,R11826
R12266,R7996
R5173,R6597
R3650,R7466
R15095,R16515
R14708,R15451
R7439,R8932
R14406,R5273
R14786,R15553
R4544,R646
R5044,R6942
R6480,R9460
R11818,R17147
R10615,R11080
R14619,R16099
R15311,R16095
R1465,R5333
R10028,R15073
R2368,R6220
R5475,R6627
R10659,R11946
R14286,R8498
R4643,R6518
R3501,R5885
R11532,R14065
R5154,R7097
R3921,R7719
R6709,R7741
R15083,R16878
R6747,R9763
R14047,R8225
R11191,R2070
R10859,R12660
R14846,R9698
R15504,R16251
R11571,R15205
R14001,R15481
R6265,R8250
R14087,R15608
R14888,R7812
R12262,R14667
R5573,R6525
R11531,R9720
R3281,R7133
R11655,R9373
R14470,R17320
R10009,R8978
R7937,R8446
R10872,R9511
R12088,R6381
R11399,R3783
R11134,R8223
R4996,R9888
R4778,R9160
R10092,R8644
R2524,R3490
R4317,R5252
R2255,R3257
R7960,R8950
R14966,R6602
R6678,R837
R15220,R8668
R7342,R9318
R1266,R2713
R4139,R5084
R12983,R15318
R10594,R12822
R11803,R15759
R3671,R5122
R3890,R5862
R3512,R8337
R7382,R8372
R12347,R13190
R2319,R4713
R1252,R4650
R4931,R5892
R16523,R17166
R14916,R15675
R10861,R13869
R11268,R4938
R14151,R17359
R12676,R7519
R11447,R13162
R11197,R9838
R14465,R15507
R12405,R14804
R12875,R9198
R13449,R16768
R13171,R15846
R1207,R272
R14628,R7016
R1150,R249
R12196,R12984
R11618,R9802
R3974,R7267
R12216,R16458
R12179,R14961
R10232,R15539
R2909,R4385
R7924,R8867
R13551,R15091
R13172,R7141
R10992,R9105
R14098,R9191
R2930,R5820
R11979,R16972
R4022,R9848
R5457,R6373
R10407,R8474
R13163,R15124
R10248,R12508
R13422,R14173
R12838,R15974
R16075,R17577
R10345,R5051
R14631,R7492
R4164,R9478
R6166,R8139
R250,R5061
R710,R8527
R12030,R14469
R11372,R4194
R1044,R2025
R4101,R4996
R168,R2535
R1763,R8077
R11624,R13329
R12364,R7136
R11064,R5371
R3969,R64
R1748,R9050
R260,R6040
R4879,R5283
R2122,R4102
R2380,R2976
R11710,R9439
R11083,R3457
R5548,R8983
R10983,R7609
R3285,R4256
R3044,R9854
R1618,R5649
R12942,R15624
R15296,R16719
R6843,R7807
R11670,R12571
R1935,R4823
R4527,R6943
R4647,R6563
R14172,R14586
R12021,R13710
R1955,R5323
R13408,R16430
R1202,R4142
R15304,R9391
R1107,R5021
R2436,R3457
R5705,R7150
R13585,R14011
R3303,R3832
R10329,R11237
R10485,R12520
R14895,R16015
R4050,R7375
R12186,R6015
R3433,R4407
R14661,R17127
R10249,R6233
R14612,R15361
R1428,R9697
R11078,R14791
R321,R322
R5293,R8299
R10867,R8959
R14072,R15175
R2827,R7643
R13219,R15895
R6799,R7772
R15527,R16931
R13318,R9265
R6721,R8702
R11416,R9124
R6477,R7441
R2217,R3683
R10466,R11345
R6213,R69
R10426,R14239
R1571,R5451
R6805,R9768
R190,R4086
R15689,R8406
R12264,R8526
R150,R3533
R13111,R15052
R13662,R16318
R10924,R8037
R10071,R8994
R4708,R5673
R2270,R329
R2520,R9325
R11348,R12255
R1938,R5328
R12195,R17374
R15463,R16514
R11650,R8384
R10510,R12308
R12947,R9807
R16004,R16725
R10747,R12057
R10642,R5363
R14642,R17426
R11789,R16819
R4718,R5681
R10848,R7460
R4869,R5796
R14858,R17308
R11355,R13919
R13713,R14862
R7463,R9109
R11556,R8740
R13200,R14731
R10078,R6193
R13618,R8640
R14799,R17239
R11372,R13129
R11813,R13538
R12428,R14794
R3671,R8021
R5087,R7490
R12277,R12719
R2517,R3495
R1685,R3206
R2792,R5681
R7176,R896
R13022,R16056
R12242,R8497
R3396,R3985
R13347,R9807
R16708,R17357
R11798,R9512
R3358,R4888
R11891,R8154
R13197,R14736
R1600,R659
R13475,R6696
R12181,R13399
R12202,R15370
R11609,R3526
R1073,R3032
R12437,R14038
R4479,R8818
R10868,R15370
R11776,R9014
R4098,R7416
R10230,R7216
R10757,R8845
R4542,R6946
R12439,R8751
R7813,R8823
R12226,R8957
R10907,R16145
R7069,R9555
R14069,R15652
R11780,R16486
R11288,R12595
R1402,R1982
R10235,R4426
R11723,R9173
R6097,R772
R12770,R16588
R14335,R14732
R2402,R500
R14507,R15975
R10394,R9906
R1061,R2033
R4416,R9163
R11435,R7130
R17419,R9956
R13994,R15146
R1603,R214
R4861,R8279
R11542,R8187
R5710,R7159
R14000,R15105
R6429,R8401
R12972,R7362
R10113,R9105
R2511,R6835
R3479,R4825
R10940,R4703
R4786,R5256
R4616,R8492
R10525,R8582
R13183,R16575
R11428,R13570
R6816,R8715
R2780,R3296
R14719,R17209
R2990,R988
R10619,R11536
R5852,R8715
R11879,R4715
R1980,R8294
R11541,R8240
R1676,R6991
R3739,R6112
R12508,R14463
R3349,R7676
R2148,R8459
R10423,R11307
R13861,R17058
R13000,R7400
R10930,R12728
R1227,R4144
R4969,R7347
R5584,R8509
R3420,R8787
R2620,R7917
R13991,R17202
R3225,R5597
R14729,R15491
R2793,R4262
R12618,R16091
R10574,R16252
R7011,R8476
R10464,R14632
R10982,R13174
R1236,R8006
R15085,R16034
R1724,R4146
R14159,R4499
R11755,R13490
R11193,R3039
R15343,R17084
R10649,R4852
R2929,R8033
R5497,R7434
R5522,R6460
R1106,R5511
R10960,R9589
R10476,R12278
R3270,R6590
R8782,R9752
R12247,R15764
R4766,R9594
R10120,R13211
R11094,R9766
R11560,R6266
R11581,R12032
R14300,R16500
R10741,R8807
R12294,R6612
R10951,R9558
R5763,R6288
R4235,R8410
R7302,R8260
R11970,R7276
R10993,R11439
R14083,R14836
R12764,R15502
R5728,R8628
R53,R6728
R10611,R13663
R12558,R14933
R14497,R16380
R1994,R3426
R13211,R16242
R2319,R6679
R11609,R8341
R2683,R3194
R5524,R8398
R3392,R5353
R10217,R7229
R10830,R12163
R10169,R6261
R11326,R8517
R10330,R12614
R14617,R17107
R4162,R7023
R182,R3338
R16311,R16943
